feature	baseMean	log2FoldChange	stat	pvalue	padj	symbol
RPS6KA6	3.44877078491258	-0.962745220907959	0.459776560809934	0.645676609053652	0.803053120351288	RPS6KA6
H2AFZ	2.79865129547393	-0.414911347745369	-0.459051875442775	0.64619691422245	0.803621007197277	H2AFZ
NIPSNAP1	5.68726026702825	-1.0999580425095	-0.458934660796594	0.646281087548101	0.803646454882861	NIPSNAP1
TBCD	10.9571550759813	-1.74408362000568	0.458369988218012	0.646686649530331	0.803992252826295	TBCD
ZNF76	4.78921991916279	1.16218261591175	0.458436549385027	0.646638838173665	0.803992252826295	ZNF76
TRIP12	77.8010806808021	-1.94980756412242	-0.458263977988342	0.64676280043918	0.804007683526147	TRIP12
FIP1L1;RP11-231C18.3	15.6303998797102	-0.693199804683499	-0.457712524517482	0.647158988692313	0.804292056299403	FIP1L1;RP11-231C18.3
GPAA1	1.97598631553877	-3.22496506709428	0.457424118500392	0.647366232005513	0.804292056299403	GPAA1
ITGA9	13.0881564302749	-0.414911347745369	0.457252050826255	0.64748988972699	0.804292056299403	ITGA9
MSL3	25.7341794412703	-0.647496674148738	0.457534758647045	0.647286724777062	0.804292056299403	MSL3
PPP6R3	30.9643625364799	1.58404651049816	0.457278181757207	0.64747110991128	0.804292056299403	PPP6R3
PXYLP1	5.97633010654928	-0.922273878511746	0.457737210859799	0.647141250806949	0.804292056299403	PXYLP1
SNRNP25	2.89297952047812	0.050964570350988	-0.45758565056828	0.647250154633075	0.804292056299403	SNRNP25
VGLL3	5.2986767739448	0.0509645703509879	-0.457235685251939	0.647501651476172	0.804292056299403	VGLL3
CHID1	3.4608780161034	0.0509645703509876	-0.456798273078154	0.647816047156624	0.80460334962915	CHID1
TIMM21	15.8581735964806	-0.7200573905791	-0.456665897252138	0.64791120638644	0.804642311446151	TIMM21
BBOX1-AS1	10.8161657303261	0.0509645703509876	0.456005911463653	0.64838572730681	0.805073094226607	BBOX1-AS1
SBNO1;MIR8072	2.69552817241289	0.0509645703509878	-0.456090746467385	0.648324724074868	0.805073094226607	SBNO1;MIR8072
ARPC2	18.768368423524	0.206256543049774	-0.455749130010687	0.648570388329356	0.805075562672682	ARPC2
EPB41L5	69.6896122945711	-1.02319665918811	0.455736895380959	0.64857918724273	0.805075562672682	EPB41L5
LRP4	16.2977008701856	-0.0889741495338848	0.455820773275964	0.648518864838271	0.805075562672682	LRP4
INTS4	6.07080524757959	2.53235005243896	-0.45559138016553	0.648683842783997	0.805113045430692	INTS4
RP11-296K13.4	1.75192549876336	4.93732927143176	0.455517420535871	0.648737037716629	0.805113045430692	RP11-296K13.4
MED6;CTD-2540L5.5	4.32508703706166	2.57498529811446	-0.455156180825092	0.648996882534573	0.805118673907465	MED6;CTD-2540L5.5
ORAOV1	6.12487251191349	5.02750704809778	-0.455406888615248	0.648816540347472	0.805118673907465	ORAOV1
PACSIN3	3.66712349685368	1.21386227429895	-0.455158734204103	0.648995045703074	0.805118673907465	PACSIN3
TCN2	2.15704551096651	0.206256543049773	0.455330279925602	0.648871645260925	0.805118673907465	TCN2
REST	30.4224282060131	1.91371751828693	-0.454962576765787	0.649136162252343	0.805212267740295	REST
MAGEF1	6.46020029959205	1.54952869843985	-0.454725540397273	0.649306704093568	0.805265437561328	MAGEF1
YAE1D1	4.1120147610913	-1.29309238415137	-0.454756285122617	0.649284582981615	0.805265437561328	YAE1D1
AFF3	8.0696516128744	-1.25793961225913	0.454492413703232	0.649474450950924	0.805305208197619	AFF3
MRPL46;RP11-97O12.7	5.62363417074343	-0.843094941300714	-0.454403208717384	0.649538643309205	0.805305208197619	MRPL46;RP11-97O12.7
OTUD5	2.88845676492696	-0.865124251609177	0.454326089328894	0.649594140907783	0.805305208197619	OTUD5
PDK2	7.01299010285587	0.0509645703509877	0.454564378607069	0.649422666539346	0.805305208197619	PDK2
C12orf57	7.4904185764109	0.0509645703509877	-0.453876503860337	0.649917715809996	0.805548006998849	C12orf57
RP11-11N7.5	4.94248864215408	0.0509645703509877	-0.453881899295854	0.649913832224576	0.805548006998849	RP11-11N7.5
SF1	55.4711649725212	0.0509645703509877	0.453421438571343	0.650245301885631	0.805847187723679	SF1
ZFAND2B	1.55178076614006	0.0509645703509878	-0.453363707038799	0.650286865692035	0.805847187723679	ZFAND2B
COX6A1	1.58190602997243	0.0509645703509877	-0.453101588771367	0.650475591372165	0.806001877167828	COX6A1
FGD4	33.1774773420863	-0.105786132366528	-0.452820342821395	0.650678113950804	0.806173630230375	FGD4
TMLHE	5.40226397955716	0.0509645703509877	0.452645701763083	0.650803884325818	0.806250264867989	TMLHE
MTMR8	1.82571491959392	0.0509645703509879	-0.452352621440091	0.65101497285398	0.806424132860993	MTMR8
RP11-12M9.3	2.62158054892962	-1.01293283031352	0.452184570176425	0.651136022926052	0.806424132860993	RP11-12M9.3
RP11-488L18.4;RP11-488L18.8	3.57051285580678	0.0509645703509877	0.452195591774976	0.651128083606562	0.806424132860993	RP11-488L18.4;RP11-488L18.8
ZNF280D	8.07096853416362	-2.22250378902753	0.452093010349287	0.65120197883756	0.806426640590711	ZNF280D
FNDC3A	50.819211013361	0.0509645703509876	0.451928882670465	0.651320216460453	0.806493885386488	FNDC3A
RBM41	21.5156530357517	-0.104327402347798	0.451787923852533	0.651421770230738	0.80651257588761	RBM41
SPNS1;RP11-264B17.3	5.56859037275335	-0.104327402347798	-0.451730439623937	0.651463186595755	0.80651257588761	SPNS1;RP11-264B17.3
SP110;AC009950.1	4.42041058841064	0.273553939062423	-0.451540382510488	0.651600127023596	0.806602944286127	SP110;AC009950.1
SIPA1L3	10.5842966650088	0.357111206439797	0.450969375802937	0.652011620888197	0.807033125883988	SIPA1L3
RP11-423H2.1	23.7652293331636	0.0509645703509878	-0.450562525815107	0.652304880483597	0.807316891917199	RP11-423H2.1
CANX	103.756443477283	-0.585751316806903	-0.450342687344989	0.652463363576826	0.807405779289319	CANX
CHKB-CPT1B;CHKB	3.0683034332838	-2.2958616618463	0.450120959706461	0.652623224478641	0.807405779289319	CHKB-CPT1B;CHKB
CHRNA7	3.03002188439903	0.0509645703509877	0.45010776857955	0.652632735502925	0.807405779289319	CHRNA7
TNFRSF10C	3.22075567878655	0.206256543049774	-0.450190516093414	0.652573074088207	0.807405779289319	TNFRSF10C
FDFT1	44.3935184028554	0.0509645703509878	0.449648439268175	0.652963954868896	0.807657121662704	FDFT1
RP11-120D5.1	3.7495024310342	0.0509645703509878	-0.449694671456905	0.652930614042142	0.807657121662704	RP11-120D5.1
TMEM237	3.1797571200803	-0.129336630188139	-0.449536088867548	0.653044980424767	0.807678143256987	TMEM237
BZW1	51.05522709804	-0.104327402347798	0.449425340126022	0.653124854891489	0.807697737215807	BZW1
IWS1	100.923853124548	0.0509645703509878	0.449166924138253	0.653311245735349	0.807769854313438	IWS1
KCND3	3.88334829776965	-2.69516488864734	0.449199337773079	0.653287865171629	0.807769854313438	KCND3
IFT57	33.7188976302865	-0.809449042320036	-0.449001137766509	0.653430835882373	0.807838534139003	IFT57
RBM3	21.9789863017331	-1.05758462810392	-0.448623392841055	0.653703355767754	0.808019448869404	RBM3
ZNF234	2.02580027028119	-0.214446116716101	0.448620717746149	0.653705285850029	0.808019448869404	ZNF234
ERCC3	10.0572387448155	-0.250133578775567	-0.448363047389836	0.653891205992516	0.808087985753589	ERCC3
PLSCR5	2.66253441409818	-0.421733989320446	0.448402530012152	0.653862716204198	0.808087985753589	PLSCR5
POLG2	1.60538069962761	0.050964570350988	-0.448277520500123	0.653952922036835	0.808087985753589	POLG2
PRDX1	8.56006972151445	-0.44532749653312	-0.447933492417943	0.654201195958442	0.808170463788861	PRDX1
RP11-545I5.3	3.71615922788914	0.0509645703509877	0.447904115069573	0.654222398412528	0.808170463788861	RP11-545I5.3
SHROOM2	10.4629988844511	-0.782480872828218	0.447876058204133	0.654242648097606	0.808170463788861	SHROOM2
TUBG1	12.1467785137288	-0.104327402347798	-0.447829923931393	0.654275945474223	0.808170463788861	TUBG1
BRPF1	8.56232657260213	-2.41259477365491	-0.446990909479233	0.654881623488439	0.808472247377151	BRPF1
CDC42BPB	19.432115639564	-0.11128657897869	-0.447050867735128	0.654838332547591	0.808472247377151	CDC42BPB
METTL7A	5.17417268394458	0.0509645703509877	-0.447164176949616	0.654756524422157	0.808472247377151	METTL7A
RAB28	7.36195435144374	-1.69647224657401	0.446958780150432	0.654904821920067	0.808472247377151	RAB28
TIMM23	12.9069457606172	-0.105607620497499	-0.447061554507129	0.654830616627533	0.808472247377151	TIMM23
UBE2K	18.893273462042	-0.643065289145955	-0.447160246040388	0.654759362430108	0.808472247377151	UBE2K
CCDC183;RP11-216L13.19;RP11-216L13.18	4.54611654797989	0.033041339090106	0.446490558947359	0.655242930814083	0.808630390652987	CCDC183;RP11-216L13.19;RP11-216L13.18
CCDC71	3.04554813578165	0.0509645703509879	0.446507920762086	0.65523039234932	0.808630390652987	CCDC71
NELFA	3.91522439726519	0.272486277441429	0.446426285042121	0.655289349393914	0.808630390652987	NELFA
SLC25A28	2.50909029768276	0.0509645703509878	0.446577734649995	0.655179974697119	0.808630390652987	SLC25A28
RAB21	6.52006617145691	-0.623778167159955	0.446280647014154	0.655394534027502	0.808681077200715	RAB21
FKBP1A	4.20713617268312	-0.848464617325854	-0.446106929764078	0.655520007351207	0.808690746018354	FKBP1A
GHITM	13.7396218649336	-0.130535267328638	0.446050932708241	0.655560455244315	0.808690746018354	GHITM
RP11-123K3.4;R3HDM2	2.18807992583688	-2.60915126464743	0.445874803475622	0.655687683811222	0.808690746018354	RP11-123K3.4;R3HDM2
SEC14L1	15.200893995472	-1.49973607835374	0.44593158175819	0.655646668406457	0.808690746018354	SEC14L1
ZNF221	2.64604378645207	0.321325291674356	-0.445737278015576	0.655787033535892	0.808690746018354	ZNF221
ZNF347	2.39397903767427	0.53723188499943	-0.445784261426032	0.655753091580011	0.808690746018354	ZNF347
CTD-2034I4.1;CTD-2034I4.2	2.34884468286455	-3.21745207390667	0.445634297057715	0.655861431965366	0.808703431359837	CTD-2034I4.1;CTD-2034I4.2
LSM1	3.91715143509675	-0.585814154032464	-0.445120203749289	0.656232888914601	0.808924231483316	LSM1
PYCR1	9.25785690776627	0.264991959850129	-0.445121303188784	0.656232094426361	0.808924231483316	PYCR1
RNASEK-C17orf49;C17orf49	5.182050143342	-0.104327402347798	0.445132928278811	0.656223693808413	0.808924231483316	RNASEK-C17orf49;C17orf49
GAREM	14.3029680236276	-1.80681453983205	-0.444281084116662	0.656839375480728	0.809434533246767	GAREM
KIAA0040	10.6995689755818	-0.276994490854212	0.444433456286134	0.656729229347685	0.809434533246767	KIAA0040
RP11-119D9.1	1.56368988394255	-0.875036020009164	0.444344983763028	0.656793183073524	0.809434533246767	RP11-119D9.1
OFD1	36.8900843935627	-0.104327402347798	-0.44397149649417	0.657063191802898	0.809631249526399	OFD1
GRAMD3	10.8857439186863	-0.173989558356076	0.44374000933477	0.657230565511083	0.809758385754718	GRAMD3
MRRF	8.01896372888182	-0.129932429712479	-0.443558304656084	0.657361956704626	0.809841168265665	MRRF
SMARCA4	25.1275117098394	0.050964570350988	0.443396006618756	0.657479323852119	0.809906659284241	SMARCA4
SUGP1	2.69711778374344	0.532854819371685	-0.443154880870533	0.657653711496088	0.810042370550889	SUGP1
ITSN2	19.5971578452264	-0.838647020031274	-0.44214107514536	0.658387122727704	0.810866546190906	ITSN2
ATXN7	17.906547099211	-1.87590645897307	0.441443073884456	0.658892264648806	0.811271593410735	ATXN7
C8orf59	4.62890378157043	0.698131577375808	0.441349074288306	0.658960303840387	0.811271593410735	C8orf59
LMO4	13.2297105631409	-0.530999289757659	0.441331170270435	0.658973263523576	0.811271593410735	LMO4
NLK	27.6690757335497	-1.22655638218546	0.441583957009746	0.658790295306495	0.811271593410735	NLK
PUSL1	2.06917300850794	-1.18096175892284	0.440862440033813	0.659312586660199	0.811530929755245	PUSL1
RBMS1P1	3.14438742345757	-0.218049268658902	0.440896506625259	0.65928792281354	0.811530929755245	RBMS1P1
MSANTD2	7.17511542947988	-0.610291219824809	0.440219094641901	0.659778431346128	0.81178746907921	MSANTD2
PRKAR2A	23.3225680306642	0.0509645703509878	-0.440438856805802	0.659619287301892	0.81178746907921	PRKAR2A
RP11-347C12.1	6.08837374885745	-1.9647392054986	-0.440377947903213	0.659663393848234	0.81178746907921	RP11-347C12.1
TRMT112	5.2421265934612	0.278300018003037	-0.440264873706959	0.659745278484491	0.81178746907921	TRMT112
EML4	44.7288832945622	-0.793387768154879	0.440080480979462	0.659878818413241	0.81183179708033	EML4
AKIRIN2	3.49496213022973	0.0509645703509877	0.439794052885754	0.660086275346591	0.81200782886892	AKIRIN2
CUL3	28.2392621545871	-2.00059619662505	-0.439391622552043	0.660377795665597	0.812129533745238	CUL3
RPN1	19.0474156531827	-0.314642401393151	-0.439522906900804	0.660282687685845	0.812129533745238	RPN1
SLC22A23	15.0449760507231	2.02429582731437	0.439390844176061	0.660378359570708	0.812129533745238	SLC22A23
EIF2B5	9.45290648874068	-0.572977375992493	-0.439044224060565	0.660629492408761	0.812303509674839	EIF2B5
MGST2	7.66496475662357	0.361548515748559	0.438928951521081	0.660713018016795	0.812303509674839	MGST2
MIATNB	1.76852927039863	-1.94557784988326	0.438930866978493	0.660711630056347	0.812303509674839	MIATNB
GAN	15.8288326800475	0.800633717702838	0.438659042984297	0.660908608227309	0.812464787465089	GAN
CETN3	10.3252705120134	1.95356227454749	0.437917257134808	0.66144626531128	0.812893005946824	CETN3
EPB41	8.45703777661467	3.20901772186262	-0.437914474593851	0.661448282466109	0.812893005946824	EPB41
FRS2	13.5936234926163	2.64809585211985	0.437889584608439	0.661466326138871	0.812893005946824	FRS2
ZNF419;AC003005.4	2.74310004061808	2.18717672105059	-0.437822826940944	0.661514722216914	0.812893005946824	ZNF419;AC003005.4
COX7A2	9.07160019241251	-0.104327402347798	0.437691205396556	0.661610145610179	0.812906536760261	COX7A2
CTD-2291D10.4	1.58782910542508	-1.47909363110327	-0.437540973848885	0.661719067659296	0.812906536760261	CTD-2291D10.4
PITPNA	1.85053576200811	0.050964570350988	0.4375589514964	0.661706032987819	0.812906536760261	PITPNA
TMEM8A	2.30083940854445	0.0509645703509877	-0.437337937032323	0.661866286373441	0.812929049300349	TMEM8A
YIPF5	21.5840842719786	0.0509645703509878	0.437380441218663	0.661835466192822	0.812929049300349	YIPF5
LAMTOR5-AS1	2.47410490234877	0.0516452442546401	0.437237765915568	0.661938923647412	0.812939108449854	LAMTOR5-AS1
CS;RP11-977G19.10	11.4878090144305	0.0509645703509878	0.437062979618484	0.662065674388627	0.813015616894289	CS;RP11-977G19.10
CEP70	13.5020117929459	0.0509645703509878	-0.436243557618207	0.662660028209592	0.813361128941645	CEP70
MTSS1L	1.7744325407199	0.199738268326595	0.436374633934307	0.662564939945832	0.813361128941645	MTSS1L
OTUD7B	13.1546198865078	0.206256543049773	0.436512895665225	0.662464644974591	0.813361128941645	OTUD7B
SLC25A21	4.95746271056724	0.0509645703509878	-0.43628696939986	0.662628534877993	0.813361128941645	SLC25A21
YAP1	35.0472704739122	0.0391354137538119	0.436230583502693	0.662669440473544	0.813361128941645	YAP1
TRAPPC11	38.7691618838576	0.0509645703509877	-0.436073626072327	0.662783311782472	0.813421744972183	TRAPPC11
TOP3A	12.7338422923745	0.865442617083846	-0.435714552714442	0.663043845821717	0.813662328163745	TOP3A
RP11-497H16.5	2.60226997221925	0.0509645703509879	0.435571258832192	0.663147827417307	0.813710768000186	RP11-497H16.5
WBP2	2.35634902851056	0.483130752438928	0.435436340204571	0.663245737418876	0.813751749032361	WBP2
KIAA0391;RP11-561B11.2	15.3056224796087	0.369896216789269	0.435292464710201	0.663350153726687	0.813800704056452	KIAA0391;RP11-561B11.2
SLC34A2	2.19267069862284	0.0509645703509878	-0.435124861653607	0.6634717983392	0.813837389244697	SLC34A2
SNHG18	6.53969836746687	0.0509645703509878	0.435073477879388	0.66350909394264	0.813837389244697	SNHG18
PHTF1	7.29075843902219	0.0509645703509879	-0.434918336249372	0.663621704601073	0.813896371593382	PHTF1
DNAJC25;DNAJC25-GNG10	6.06704449929586	1.26079922879745	0.434622397255939	0.663836535099613	0.814001560585838	DNAJC25;DNAJC25-GNG10
RAP1B	11.6488245625994	0.491788455328338	0.43464039242683	0.663823471106079	0.814001560585838	RAP1B
GTF3C2	6.6991332781235	0.0509645703509877	0.434344923997723	0.664037985899208	0.814011190877805	GTF3C2
PHF10	6.92738002669499	2.81625823791158	-0.43441279709624	0.663988706510567	0.814011190877805	PHF10
RAB4B-EGLN2;EGLN2	7.84196657240638	0.0824113560080615	0.434441914367763	0.663967566307105	0.814011190877805	RAB4B-EGLN2;EGLN2
RP11-69L16.4	3.56482994787012	1.54762416893548	0.434189304822782	0.664150978972624	0.814070590687074	RP11-69L16.4
FUZ	2.51807662436735	4.58449993843521	-0.433991778292561	0.6642944114312	0.814167285832992	FUZ
MRPL24	4.09190679732404	2.15760344938955	0.433543371341188	0.664620064523188	0.814487272310841	MRPL24
PIAS4	11.9984678537329	0.0509645703509877	-0.433244183837232	0.664837383027986	0.814595313211754	PIAS4
RSAD1	3.5371501645128	4.35951696088641	-0.433304268562556	0.664793737491306	0.814595313211754	RSAD1
POLR2J	14.4707907353293	0.0509645703509879	0.432970306915197	0.665036341579192	0.814759946841485	POLR2J
EMC8	26.457373287604	0.206256543049774	-0.432782896590105	0.665172499859502	0.814847617095053	EMC8
CENPE	54.8512323508862	3.82364416837713	-0.432477821277708	0.665394168310703	0.814960873781067	CENPE
ZNF302	20.5663772009568	0.206256543049773	-0.432494191589096	0.665382272860542	0.814960873781067	ZNF302
KIAA1429	23.5356511479698	0.206256543049774	0.431980696957615	0.665755442684768	0.81532418971123	KIAA1429
MIR4442	3.40207741571956	0.228323988534711	-0.431833035211949	0.665862767622282	0.815376463526596	MIR4442
MPPED2	19.8016227734955	0.0509645703509878	-0.431124664032734	0.666377727943876	0.815927845106198	MPPED2
DDX19B;RP11-529K1.3	2.71752607388039	0.206256543049773	-0.430895425477064	0.666544409810506	0.816052721086065	DDX19B;RP11-529K1.3
GOLGA6A	2.14076473224627	1.31923609892093	-0.43056527240744	0.666784496657695	0.816267434087749	GOLGA6A
OPA3	2.45346527433984	1.69541581272141	-0.430409864197638	0.666897521104641	0.816326572655404	OPA3
ATP5SL	2.03148094849654	0.637258853043401	-0.430266926749955	0.667001482557529	0.816349924572175	ATP5SL
TYW1	15.1067027238983	0.0509645703509878	0.43020567533383	0.667046033975377	0.816349924572175	TYW1
PTGFRN	4.93278689934015	0.050964570350988	-0.430057076056008	0.667154123024772	0.81640299843175	PTGFRN
HS6ST1	7.46675973001277	2.29457488520828	-0.429790351051347	0.667348152411924	0.81656121782171	HS6ST1
DNAAF5	2.62084445331734	0.0509645703509878	0.429454454140336	0.667592532619316	0.816781009355971	DNAAF5
UFSP2	5.49827188813408	0.0509645703509878	-0.429357078388292	0.667663384479308	0.816788471711957	UFSP2
KCNMB2-AS1	7.70324559839577	2.96256561258568	-0.428652896647411	0.668175844381507	0.817068787025775	KCNMB2-AS1
MAP4K4	104.716832024898	-0.78459988362905	0.428722271809507	0.668125350557429	0.817068787025775	MAP4K4
NUP50-AS1	3.10459840549205	0.0509645703509877	0.428597184236735	0.668216395033922	0.817068787025775	NUP50-AS1
RPS25	6.13458429513647	2.16649419789325	0.428647833397151	0.668179529662223	0.817068787025775	RPS25
ZNF644	31.0364419395249	0.448332588932878	-0.42861906355958	0.668200469906323	0.817068787025775	ZNF644
ARHGAP44	4.89182806331304	3.188344072841	0.42845170708452	0.668322286121604	0.817096289622862	ARHGAP44
ATG13	16.4648059722286	-0.978863898627223	-0.428388300447823	0.668368441123251	0.817096289622862	ATG13
CHD7	43.6593369125204	1.17854954643158	0.427707077424948	0.668864396504394	0.817477751140905	CHD7
PDHB	16.0199264490878	-0.694310635608949	-0.427603664243085	0.668939697738736	0.817477751140905	PDHB
PSMC4	15.9536864760082	1.61503125592632	0.427611807268318	0.668933768201213	0.817477751140905	PSMC4
RANBP6	3.56207914535832	0.0509645703509877	-0.427654367334328	0.668902777412729	0.817477751140905	RANBP6
EEF1G;RP11-864I4.1	16.3091885351851	0.361548515748559	-0.426903360209853	0.669449717984616	0.817707714492564	EEF1G;RP11-864I4.1
MKNK1	2.84540223595094	-3.29580530399408	0.426900939572495	0.669451481160744	0.817707714492564	MKNK1
SP2	1.69381037329932	0.560547207052553	0.427201535375533	0.669232543118025	0.817707714492564	SP2
TBCE	1.53261529585446	-1.54768599776328	-0.427132324070342	0.669282950471834	0.817707714492564	TBCE
WDR19	14.4419284932725	0.466955613630724	-0.4269002229604	0.669452003136571	0.817707714492564	WDR19
SERINC5	61.9370498159042	-1.37009960976601	0.426716873169462	0.669585559238955	0.817791658040296	SERINC5
SEZ6L2	2.76422444935757	-0.32328169941662	-0.426287921036955	0.669898058413332	0.818094114515033	SEZ6L2
SHARPIN	3.90443878133686	-2.22826189717376	-0.425717625955136	0.670313616901039	0.818522358527561	SHARPIN
BDNF	4.49228588406842	1.98088471174696	0.425274163813319	0.670636825424425	0.818837761678801	BDNF
ISYNA1	8.28037528952814	0.0509645703509883	-0.425114785286968	0.670753000173803	0.818900343030619	ISYNA1
MARCH3	7.7667503881447	5.0173368309753	0.424984702880687	0.670847826127825	0.818936850747739	MARCH3
CNOT6	6.9258178905486	0.0509645703509879	0.424804354142105	0.67097930331817	0.819018089031875	CNOT6
RP5-857K21.6	71.0639302577121	0.291360777188955	-0.424166285935792	0.671444546352749	0.819506677086945	RP5-857K21.6
KLHL42	4.59685814927012	-1.19736152261108	0.423834956616333	0.671686182527261	0.819722281965835	KLHL42
RGPD4	3.70846972297491	-1.94074267835026	-0.423734817013818	0.671759220323909	0.819732108461429	RGPD4
BCAR1	2.90704126673274	-0.177509299813828	0.423522232277193	0.671914281349331	0.819762718342244	BCAR1
CD99P1	4.17090132459049	0.361548515748559	0.423592212933498	0.67186323535111	0.819762718342244	CD99P1
ORC3	8.62880473343147	0.271663635265158	-0.423409290467489	0.671996667697786	0.819783942586061	ORC3
C11orf54	7.22331729269733	-0.633823273040729	0.423032003555504	0.672271911352412	0.820040410965992	C11orf54
XXbac-BPG181M17.5;HLA-DMA	2.01677293184713	0.0509645703509878	-0.422518204066166	0.672646816230329	0.820418385218465	XXbac-BPG181M17.5;HLA-DMA
MON2	19.2075238965693	0.0509645703509879	-0.422370142308689	0.672754867796082	0.820470840411851	MON2
ACOT2	1.8413276286786	-1.79764372211468	0.421917131597286	0.673085505023908	0.820683254683653	ACOT2
MLLT11	8.7103977463887	4.96751444999684	-0.422034090967265	0.673000134272909	0.820683254683653	MLLT11
TP53I11	3.0382040694832	0.0509645703509882	-0.421864088780627	0.673124223319889	0.820683254683653	TP53I11
AGMO	2.03997964562915	-0.364959592285708	0.421255541105836	0.673568491128566	0.820975551649462	AGMO
C2orf88	16.6069558824924	1.23325145828504	-0.421364130290016	0.673489207673669	0.820975551649462	C2orf88
CDK16	28.5566250907595	-1.38621259399122	-0.421089966956266	0.67368938759502	0.820975551649462	CDK16
EWSR1	52.4309951607931	2.1007265509073	0.421146884165543	0.673647827683959	0.820975551649462	EWSR1
TPBG	1.8167486188379	-1.09598735885183	0.421193338345067	0.673613908425263	0.820975551649462	TPBG
PTTG1	7.59141172498496	-1.93645728290232	-0.420783083734475	0.673913485303454	0.821089993588117	PTTG1
TRUB2	4.15855021713193	1.56075357463232	-0.420824557822151	0.673883197668002	0.821089993588117	TRUB2
AZI2	8.9774277006736	-0.104327402347798	0.420384096700285	0.674204883960264	0.821127778920032	AZI2
LUC7L3	92.1646412457455	0.908451194519309	-0.420532966535521	0.674096151726025	0.821127778920032	LUC7L3
PIKFYVE	13.7614584350781	4.53010294236931	0.42038484618552	0.67420433653075	0.821127778920032	PIKFYVE
PRNP	5.42169314872843	-2.65326554863249	-0.420593263244324	0.674052113875546	0.821127778920032	PRNP
AC007318.5	17.1448200183023	-0.418630219208189	-0.419151065106533	0.675105732652624	0.822145560115872	AC007318.5
IGFBP2	22.1221827825333	0.0792495212695767	-0.418610455635313	0.675500847013866	0.822547319647929	IGFBP2
CDC27	10.4385285638941	3.20813777501342	0.418057138235449	0.675905341801652	0.822960422923363	CDC27
TRAPPC4	6.59215504978606	0.848574223980494	-0.417776044100277	0.676110867508424	0.823131211538583	TRAPPC4
TRMT11	16.5017864614715	1.43438832709955	-0.417381580229302	0.6763993257015	0.823402923605358	TRMT11
NUBP1	2.62725836923544	0.206256543049773	-0.417101106749701	0.676604455439838	0.823573154580539	NUBP1
CEP164	7.64231984586834	-0.565580327009488	0.416410132361674	0.677109915369045	0.824108883873518	CEP164
SLC13A3	3.89760717983377	3.01924754061262	0.416107592637729	0.677331274301229	0.824298764499344	SLC13A3
AC068533.7;CRCP	5.03122732029152	-0.00815740158752338	0.415893567954414	0.677487886355473	0.824330297915302	AC068533.7;CRCP
CTNNB1	57.3931711281577	-0.995884235938835	0.415966715927535	0.677434358931283	0.824330297915302	CTNNB1
CLINT1	77.1444636238617	-0.523922938419167	0.415420332798715	0.67783422454093	0.824513105917	CLINT1
TOR1B	2.19344051470431	0.750218503897315	0.415508248442453	0.677769878132493	0.824513105917	TOR1B
ZNF81	3.04069658102084	-0.453282366728329	0.415576072545072	0.677720238545947	0.824513105917	ZNF81
MON1B	3.55787739803921	0.0509645703509877	-0.415073058879171	0.67808842104247	0.824663260993995	MON1B
MPZL3	1.99131389227403	0.0509645703509877	-0.415096203269513	0.678071478742438	0.824663260993995	MPZL3
C2orf49	13.6121591313374	0.0509645703509879	-0.414845647839783	0.678254900535918	0.824786206050329	C2orf49
USP42	10.05075639644	3.35224852861518	0.4146044653307	0.678431478791948	0.824921406736228	USP42
RP5-940J5.9	2.65613006478766	4.58477540746556	-0.414305265827679	0.678650557883123	0.825108254181948	RP5-940J5.9
LINC01237	2.95689447214722	0.514117751969723	0.414189995904554	0.678734967778013	0.825131349609855	LINC01237
TCEANC2	2.19334199427845	-0.525463194213447	-0.414055377787377	0.678833551075948	0.825171669391154	TCEANC2
C5orf45	2.57925141151389	-0.946572328601219	-0.413350461862746	0.679349863531955	0.825481088391493	C5orf45
DBF4B	1.5292486255732	0.872061350781556	-0.413594387222532	0.679171184478623	0.825481088391493	DBF4B
GPR108	11.0734838023898	-0.00643558837726938	0.413401325783988	0.679312603445398	0.825481088391493	GPR108
RRP7BP	17.8918910715906	0.0509645703509878	-0.413473509013567	0.679259727361324	0.825481088391493	RRP7BP
MSLN;RHOT2	1.75173856232563	4.39572093510484	0.412983175120216	0.679618940668252	0.825728502946381	MSLN;RHOT2
AASDH	5.49562110458028	0.516840488447345	-0.412427340702021	0.680026226921278	0.825984672738084	AASDH
RNGTT	24.8092220916463	0.947735207135862	-0.412497517666727	0.679974799776657	0.825984672738084	RNGTT
ZCWPW2	4.59273895137412	0.0509645703509878	0.412507051066457	0.679967813617183	0.825984672738084	ZCWPW2
RTF1	17.9859182284025	0.0509645703509878	0.412286851902565	0.680129184518464	0.826030188091268	RTF1
DCUN1D5	9.32892652090608	0.0509645703509877	-0.412059570689729	0.680295760798248	0.826152953375287	DCUN1D5
PCSK7	12.3263126401187	-1.40060908459023	0.411945961199942	0.680379031981253	0.826174538834378	PCSK7
ERAL1	3.28098804861468	1.22457050528566	0.411567653694522	0.680656344245628	0.826352177701093	ERAL1
SIN3B	7.24438804643824	-0.602194135962854	-0.411640112342576	0.680603226248681	0.826352177701093	SIN3B
MT-ND4L	14.142735549544	-0.406477846121778	-0.411476643243706	0.68072306444537	0.826353645935319	MT-ND4L
TMEM133	1.83722846811958	-0.310438496008285	0.411327577634162	0.680832350559109	0.826406781173267	TMEM133
